Species	Status	min_age	max_age
Nubianophis_afaahus	extinct	93.9	100.5
Krebsophis_thobanus	extinct	93.9	100.5
Colubroidea	extinct	93.9	100.5
Serpentes	extinct	93.9	100.5
Serpentes	extinct	93.9	100.5
Waincophis_australis	extinct	11.608	15.97
Lacertilia	extinct	11.608	15.97
Scolecophidia	extinct	5.333	8.7
Elaphe_algorensis	extinct	5.333	8.7
Hispanophis_coronelloideus	extinct	5.333	8.7
Naja_iberica	extinct	5.333	8.7
Viperidae	extinct	5.333	8.7
Serpentes	extinct	5.333	8.7
Eoanilius	extinct	15.97	16.9
Bavarioboa_hermi	extinct	15.97	16.9
Falseryx_petersbuchi	extinct	15.97	16.9
Boidae	extinct	15.97	16.9
Natrix	extinct	15.97	16.9
Palaeonatrix_lehmani	extinct	15.97	16.9
Neonatrix	extinct	15.97	16.9
Natricinae	extinct	15.97	16.9
Coluber_caspioides	extinct	15.97	16.9
Naja_romani	extinct	15.97	16.9
Micrurus_gallicus	extinct	15.97	16.9
Elapidae	extinct	15.97	16.9
Vipera_antiqua	extinct	15.97	16.9
Vipera_platyspondyla	extinct	15.97	16.9
Paraplatyspondylia_batesi	extinct	33.9	37.2
Daunophis	extinct	2.588	5.333
Scincomorpha	extinct	70.6	83.5
Iguanidae	extinct	70.6	83.5
Menarana_laurasiae	extinct	70.6	83.5
Herensugea_caristiorum	extinct	70.6	83.5
Amphisbaenia	extinct	70.6	83.5
Becklesius	extinct	140.2	145
Durotrigia	extinct	140.2	145
Becklesius	extinct	140.2	145
Squamata	extinct	164.7	167.7
Anguidae	extinct	41.3	47.8
Gekkonidae	extinct	41.3	47.8
Amphisbaenia	extinct	41.3	47.8
Boidae	extinct	41.3	47.8
Squamata	extinct	3.2	5.333
Squamata	extinct	3.2	5.333
Squamata	extinct	5.333	8.7
Squamata	extinct	5.333	8.7
Python	extinct	2.588	5.333
Python_sebae	extant	2.588	5.333
Naja	extinct	2.588	5.333
Bitis	extinct	2.588	5.333
Squamata	extinct	2.588	3.6
Squamata	extinct	0.781	2.588
Mosasaurus	extinct	70.6	83.5
Kuwajimalla_kagaensis	extinct	132.9	139.8
Squamata	extinct	132.9	139.8
Scincomorpha	extinct	132.9	139.8
Scincomorpha	extinct	132.9	139.8
Sakurasaurus	extinct	132.9	139.8
Paramacellodidae	extinct	132.9	139.8
Squamata	extinct	132.9	139.8
Squamata	extinct	132.9	139.8
Kaganaias_hakusanensis	extinct	132.9	139.8
Elaphe	extinct	4.2	4.9
Lacerta	extinct	4.2	4.9
Anguis	extinct	4.2	4.9
Ophisaurus	extinct	4.2	4.9
Pseudopus_pannonicus	extinct	3.2	4.2
Anguis	extinct	3.2	4.2
Lacerta	extinct	3.2	4.2
Lacerta	extinct	3.2	4.2
Coluber_viridiflavus	extinct	3.2	4.2
Elaphe	extinct	3.2	4.2
Natricinae	extinct	3.2	4.2
Viperidae	extinct	3.2	4.2
Pseudopus_pannonicus	extinct	2.588	3.2
Lacerta	extinct	2.588	3.2
Lacerta	extinct	2.588	3.2
Elaphe	extinct	2.588	3.2
Natricinae	extinct	2.588	3.2
Pseudopus_pannonicus	extinct	1.806	2.588
Anguis	extinct	1.806	2.588
Lacerta	extinct	1.806	2.588
Elaphe	extinct	1.806	2.588
Pseudopus_pannonicus	extinct	0.781	2.588
Lacerta	extinct	0.781	2.588
Elaphe	extinct	0.781	2.588
Viperidae	extinct	0.781	2.588
Tarentola	extinct	0.0117	2.588
Lacerta	extinct	0.0117	2.588
Lacertidae	extinct	0.0117	2.588
Blanus	extinct	0.0117	2.588
Rhinechis_scalaris	extinct	0.0117	2.588
Natrix	extinct	0.0117	2.588
Vipera	extinct	0.0117	2.588
Serpentes	extinct	0.0117	2.588
Drymarchon_corais	extinct	0.0117	0.126
Farancia_abacura	extinct	0.0117	0.126
Crotalus_adamanteus	extinct	0.0117	0.126
Squamata	extinct	70.6	83.5
Squamata	extinct	70.6	83.5
Squamata	extinct	70.6	83.5
Squamata	extinct	70.6	83.5
Squamata	extinct	70.6	83.5
Squamata	extinct	70.6	83.5
Scincidae	extinct	3.2	5.333
Lacertidae	extinct	3.2	5.333
Ophisaurus	extinct	3.2	5.333
Varanus	extinct	3.2	5.333
Amphisbaenidae	extinct	3.2	5.333
Scolecophidia	extinct	3.2	5.333
Eryx	extinct	3.2	5.333
Colubridae	extinct	3.2	5.333
Naja	extinct	3.2	5.333
Agama	extinct	2.588	3.6
Squamata	extinct	70.6	83.5
Squamata	extinct	70.6	83.5
Parodaxosaurus_sanjuanensis	extinct	56	66
Plesiorhineura_tsentasi	extinct	56	66
Machaerosaurus_torrejonensis	extinct	56	66
Pseudopus_pannonicus	extinct	2.588	4.2
Anguis	extinct	2.588	4.2
Lampropeltis_intermedius	extinct	1.8	4.9
Lacertidae	extinct	0.126	0.781
Colubrinae	extinct	0.126	0.781
Anguidae	extinct	0.126	0.781
Lacertidae	extinct	0.126	0.781
Colubridae	extinct	0.126	0.781
Anguidae	extinct	0.126	0.781
Lacerta	extinct	0.781	2.588
Ophidia	extinct	0.781	2.588
Lacerta	extinct	2.588	3.2
Vipera	extinct	2.588	3.2
Lacerta	extinct	0.126	0.781
Lacerta	extinct	0.126	0.781
Lacertidae	extinct	0.126	0.781
Chalcides	extinct	0.126	0.781
Chalcides	extinct	0.126	0.781
Blanus	extinct	0.126	0.781
Lacertilia	extinct	0.126	0.781
Ophidia	extinct	0.126	0.781
Anguis	extinct	0.126	0.781
Lacertilia	extinct	0.126	0.781
Anguis	extinct	0.0117	5.333
Ophisaurus	extinct	0.0117	5.333
Coluber	extinct	0.0117	5.333
Elaphe	extinct	0.0117	5.333
Coronella	extinct	0.0117	5.333
Natrix	extinct	0.0117	5.333
Vipera	extinct	0.0117	5.333
Chalcides	extinct	5.333	8.7
Amphisbaenidae	extinct	5.333	8.7
Lacertidae	extinct	2.588	5.333
Platecarpus	extinct	72.1	83.6
Prognathodon	extinct	72.1	83.6
Halisaurus	extinct	72.1	83.6
Mosasauridae	extinct	72.1	83.6
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	70.6	83.5
Amphisbaenia	extinct	70.6	83.5
Lacerta	extinct	2.588	5.333
Lacerta	extinct	2.588	5.333
Anguis	extinct	2.588	5.333
Ophisaurus	extinct	2.588	5.333
Varanus	extinct	2.588	5.333
Ophidia	extinct	2.588	5.333
Ophidia	extinct	2.588	3.2
Ophisaurus	extinct	2.588	3.2
Ophidia	extinct	0.0117	5.333
Clidastes	extinct	70.6	83.5
Varanidae	extinct	70.6	83.5
Anguidae	extinct	5.333	11.608
Ophidia	extinct	5.333	11.608
Scolecophidia	extinct	5.333	11.608
Colubridae	extinct	5.333	11.608
Ophidia	extinct	2.588	3.2
Lacertilia	extinct	2.588	3.2
Lacerta_viridis	extant	2.588	3.2
Natrix_natrix	extant	2.588	3.2
Zamenis	extinct	2.588	3.2
Lacerta_viridis	extant	2.588	3.2
Ophisaurus	extinct	2.588	3.2
Ophidia	extinct	2.588	3.2
Ophidia	extinct	0.0117	5.333
Ophisaurus	extinct	0	23.03
Ophidia	extinct	0.781	2.588
Lacerta	extinct	0.781	2.588
Ophidia	extinct	0.781	2.588
Coniasaurus_crassidens	extinct	93.5	99.6
Lacertilia	extinct	0.781	2.588
Ophisaurus	extinct	0.781	2.588
Ophidia	extinct	0.781	2.588
Ophidia	extinct	0.781	2.588
Prognathodon_currii	extinct	66	83.6
Ophisaurus	extinct	0.781	2.588
Ophidia	extinct	0.781	2.588
Lacerta_viridis	extant	0.781	2.588
Ophisaurus	extinct	0.781	2.588
Ophidia	extinct	0.781	2.588
Lacerta_viridis	extant	0.126	0.781
Ophidia	extinct	0.126	0.781
Lacerta	extinct	0.126	0.781
Ophidia	extinct	0.126	0.781
Ophisaurus	extinct	0.126	0.781
Ophidia	extinct	0.126	0.781
Ophisaurus	extinct	0.126	0.781
Ophidia	extinct	0.126	0.781
Lacerta	extinct	0.126	0.781
Ophidia	extinct	0.126	0.781
Lacerta_viridis	extant	0.126	0.781
Lacerta_viridis	extant	0.126	0.781
Ophidia	extinct	0.126	0.781
Lacerta	extinct	0.126	0.781
Ophidia	extinct	0.126	0.781
Ophisaurus	extinct	0.0117	5.333
Ophidia	extinct	0.0117	5.333
Ophidia	extinct	0.126	0.781
Typhlopidae	extinct	23.03	28.1
Boidae	extinct	23.03	28.1
Mosasauridae	extinct	66	89.3
Globidens	extinct	66	89.3
Mosasauria	extinct	72.1	83.6
Teiidae	extinct	70.6	83.5
Coniophis_cosgriffi	extinct	70.6	83.5
Leptochamops_denticulatus	extinct	70.6	83.5
Anguidae	extinct	70.6	83.5
Gerrhonotus	extinct	70.6	83.5
Coniophis_precedens	extinct	83.5	85.8
Coniophis_precedens	extinct	83.5	85.8
Aniliidae	extinct	83.5	85.8
Lacertilia	extinct	0.126	0.781
Platecarpus	extinct	72.1	83.6
Platecarpus	extinct	72.1	83.6
Tylosaurus	extinct	72.1	83.6
Tylosaurus_pembinensis	extinct	70.6	83.5
Lacertidae	extinct	0.0117	2.588
Plioplatecarpus_primaevus	extinct	70.6	83.5
Mosasaurus_conodon	extinct	70.6	83.5
Squamata	extinct	40.4	48.6
Ophisaurus	extinct	28.4	33.9
Lacertilia	extinct	72.1	83.6
Adamisaurus_magnidentatus	extinct	70.6	83.5
Adamisaurus_magnidentatus	extinct	70.6	83.5
Lacertilia	extinct	72.1	83.6
Squamata	extinct	15.97	20.44
Menarana_laurasiae	extinct	70.6	83.5
Menarana_laurasiae	extinct	70.6	83.5
Priscagama_gobiensis	extinct	66	83.6
Carusia_intermedia	extinct	66	83.6
Shinisauroides_latipalatum	extinct	66	83.6
Estesia_mongoliensis	extinct	66	83.6
Adamisaurus_magnidentatus	extinct	66	83.6
Charina_bottae	extinct	1.8	4.9
Thamnophis	extinct	1.8	4.9
Colubridae	extinct	1.8	4.9
Pituophis	extinct	1.8	4.9
Elaphe_vulpina	extinct	1.8	4.9
Elaphe	extinct	1.8	4.9
Lampropeltis_getulus	extant	1.8	4.9
Crotalus	extinct	1.8	4.9
Squamata	extinct	28.4	33.9
Lacertilia	extinct	163.5	166.1
Lacertilia	extinct	163.5	166.1
Squamata	extinct	70.6	85.8
Elaphe_kohfidischi	extinct	7.75	8.7
Coluber_planicarinatus	extinct	7.75	8.7
Natrix_longivertebrata	extinct	7.75	8.7
Naja_austriaca	extinct	7.75	8.7
Vipera_burgenlandica	extinct	7.75	8.7
Boa_constrictor	extant	15.97	20.43
Ogmophis_pauperrimus	extinct	15.97	20.43
Calamagras_floridanus	extinct	15.97	20.43
Anilioides_minuatus	extinct	15.97	20.43
Pseudocemophora	extinct	15.97	20.43
Paraoxybelis	extinct	15.97	20.43
Serpentes	extinct	15.97	20.44
Plioplatecarpus	extinct	66	70.6
Mosasaurus	extinct	66	70.6
Mosasauridae	extinct	66	72.1
Squamata	extinct	12.75	13.65
Anolis_carolinensis	extinct	0.0117	2.588
Sceloporus_undulatus	extant	0.0117	2.588
Nerodia_sipedon	extinct	0.0117	2.588
Thamnophis_sirtalis	extant	0.0117	2.588
Heterodon_platyrhinos	extinct	0.0117	2.588
Coluber	extinct	0.0117	2.588
Elaphe	extinct	0.0117	2.588
Diadophis_punctatus	extinct	0.0117	2.588
Carphophis_amoenus	extinct	0.0117	2.588
Lampropeltis_getulus	extant	0.0117	2.588
Lampropeltis_triangulum	extinct	0.0117	2.588
Crotalus_horridus	extinct	0.0117	2.588
Mosasauridae	extinct	72.1	83.6
Lacertilia	extinct	93.9	100.5
Madtsoiidae	extinct	93.9	100.5
Aniliidae	extinct	93.9	100.5
Nigerophiidae	extinct	93.9	100.5
Russellophiidae	extinct	93.9	100.5
Serpentes	extinct	93.9	100.5
Platecarpus	extinct	83.6	93.9
Tylosaurus	extinct	83.6	93.9
Platecarpus_tympaniticus	extinct	83.6	93.9
Slavoia_darevskii	extinct	72.1	83.6
Slavoia_darevskii	extinct	70.6	83.5
Gilmoreteius_gilmorei	extinct	70.6	83.5
Darchansaurus_estesi	extinct	70.6	83.5
Cherminsaurus_kozlowskii	extinct	70.6	83.5
Erdenetesaurus_robinsonae	extinct	70.6	83.5
Elapidae	extinct	48.6	55.8
Saurillodon	extinct	164.7	167.7
Anguimorpha	extinct	164.7	167.7
Gekkota	extinct	164.7	167.7
Scincomorpha	extinct	164.7	167.7
Agamidae	extinct	7.246	11.62
Konkasaurus_mahalana	extinct	66	72.1
Scincomorpha	extinct	33.9	37.2
Glyptosaurinae	extinct	33.9	37.2
Necrosaurus	extinct	33.9	37.2
Paleryx_rhombifer	extinct	33.9	37.2
Dunnophis	extinct	33.9	37.2
Vectophis_wardi	extinct	33.9	37.2
Dunnophis	extinct	33.9	37.2
Vectophis_wardi	extinct	33.9	37.2
Ophisaurus	extinct	33.9	37.2
Paleryx_rhombifer	extinct	33.9	37.2
Calamagras	extinct	33.9	37.2
Boidae	extinct	33.9	37.2
Dunnophis	extinct	33.9	37.2
Tylosaurus	extinct	70.6	83.5
Clidastes	extinct	70.6	83.5
Lacertilia	extinct	28.4	33.9
Paramacellodus	extinct	145	157.3
Dorsetisaurus	extinct	145	157.3
Lacertilia	extinct	145	157.3
Paramacellodus	extinct	145	157.3
Dorsetisaurus	extinct	145	157.3
Waincophis_australis	extinct	37.2	48.6
Squamata	extinct	170.3	182.7
Xenosauridae	extinct	113	129.4
Paramacellodidae	extinct	113	129.4
Scincomorpha	extinct	113	129.4
Ophisaurus	extinct	0.781	2.588
Serpentes	extinct	33.9	37.2
Serpentes	extinct	33.9	37.2
Totlandophis_thomasae	extinct	33.9	37.2
Serpentes	extinct	33.9	37.2
Squamata	extinct	33.9	37.2
Mosasauridae	extinct	66	145
Varanus	extinct	3.2	5.333
Serpentes	extinct	3.2	5.333
Lacertidae	extinct	2.588	5.333
Naja	extinct	5.333	8.7
Anguidae	extinct	5.333	23.03
Colubridae	extinct	5.333	23.03
Amphisbaenidae	extinct	8.7	11.608
Ophisaurus	extinct	8.7	11.608
Colubridae	extinct	8.7	11.608
Ophisaurus	extinct	8.7	11.608
Colubridae	extinct	8.7	11.608
Ophisaurus	extinct	8.7	11.608
Lacertidae	extinct	3.2	5.333
Boidae	extinct	33.9	37.2
Boidae	extinct	8.7	11.608
Palaeophis_typhaeus	extinct	41.3	47.8
Palaeophis_typhaeus	extinct	41.3	47.8
Palaeophis_typhaeus	extinct	41.3	47.8
Mionatrix	extinct	11.608	15.97
Placosaurus_rugosus	extinct	33.9	37.2
Palaeophis	extinct	33.9	37.2
Colubridae	extinct	3.2	5.333
Rajaurisaurus_estesi	extinct	37.2	48.6
Colubridae	extinct	15.97	20.44
Varanus	extinct	15.97	20.44
Lacerta	extinct	0.126	0.781
Coluber	extinct	0.126	0.781
Coluber	extinct	0.126	0.781
Coluber	extinct	0.126	2.588
Lacerta_viridis	extant	0.126	0.781
Ophisaurus	extinct	0.126	0.781
Coluber_viridiflavus	extinct	0.126	0.781
Serpentes	extinct	0.126	0.781
Lacerta	extinct	0.126	0.781
Ophisaurus	extinct	0.126	0.781
Serpentes	extinct	0.126	0.781
Coluber	extinct	0.126	0.781
Lacerta	extinct	0.126	0.781
Ophisaurus	extinct	0.126	0.781
Lacertilia	extinct	28.4	33.9
Iguanidae	extinct	38	41.3
Cadurcogekko_piveteaui	extinct	38	41.3
Plesiolacerta_lydekkeri	extinct	38	41.3
Ophisaurus	extinct	38	41.3
Anguis	extinct	38	41.3
Placosaurus	extinct	38	41.3
Necrosaurus_cayluxi	extinct	38	41.3
Amphisbaenia	extinct	38	41.3
Amphisbaenia	extinct	38	41.3
Coniophis	extinct	38	41.3
Dunnophis_cadurcensis	extinct	38	41.3
Cadurceryx_filholi	extinct	38	41.3
Palaeopython_cadurcensis	extinct	38	41.3
Palaeopython_cadurcensis	extinct	38	41.3
Russellopheidae	extinct	38	41.3
Eolacerta_robusta	extinct	41.3	47.8
Eolacerta_robusta	extinct	41.3	47.8
Eolacerta_robusta	extinct	41.3	47.8
Necrosaurus	extinct	41.3	47.8
Eosaniwa_koehni	extinct	41.3	47.8
Paleryx	extinct	41.3	47.8
Palaeopython	extinct	41.3	47.8
Eolacerta_robusta	extinct	41.3	47.8
Eolacerta_robusta	extinct	41.3	47.8
Ophisauriscus_quadrupes	extinct	41.3	47.8
Ophisaurus	extinct	41.3	47.8
Ophisauriscus_quadrupes	extinct	41.3	47.8
Placosauriops_weigelti	extinct	41.3	47.8
Glyptosaurus	extinct	41.3	47.8
Necrosaurus	extinct	41.3	47.8
Paleryx	extinct	41.3	47.8
Palaeopython	extinct	41.3	47.8
Aniliidae	extinct	41.3	47.8
Colubridae	extinct	41.3	47.8
Eolacerta_robusta	extinct	33.9	37.2
Alamitophis	extinct	66	83.6
Patagoniophis_parvus	extinct	66	83.6
Rionegrophis_madtsoioides	extinct	66	83.6
Platyspondylia_sudrei	extinct	38	41.3
Lacertilia	extinct	48.6	55.8
Lacertilia	extinct	48.6	55.8
Lacertilia	extinct	48.6	55.8
Lacertilia	extinct	48.6	55.8
Lacertilia	extinct	48.6	55.8
Melanosaurus	extinct	48.6	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	48.6	55.8
Lacertilia	extinct	48.6	55.8
Melanosaurus	extinct	48.6	55.8
Glyptosaurus	extinct	48.6	55.8
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	70.6	83.5
Scleroglossa	extinct	66	70.6
Squamata	extinct	66	70.6
Odaxosaurus_piger	extinct	70.6	83.5
Colpodontosaurus_cracens	extinct	70.6	83.5
Helodermatidae	extinct	70.6	83.5
Leptochamops	extinct	70.6	83.5
Helodermatidae	extinct	70.6	83.5
Palaeosaniwa_canadensis	extinct	70.6	83.5
Leptochamops	extinct	70.6	83.5
Odaxosaurus_piger	extinct	70.6	83.5
Helodermatidae	extinct	70.6	83.5
Socognathus_unicuspis	extinct	70.6	83.5
Colpodontosaurus_cracens	extinct	70.6	83.5
Helodermatidae	extinct	70.6	83.5
Xenosauridae	extinct	70.6	83.5
Palaeosaniwa_canadensis	extinct	70.6	83.5
Leptochamops	extinct	70.6	83.5
Odaxosaurus_piger	extinct	70.6	83.5
Colpodontosaurus_cracens	extinct	70.6	83.5
Palaeosaniwa_canadensis	extinct	70.6	83.5
Leptochamops	extinct	70.6	83.5
Odaxosaurus_piger	extinct	70.6	83.5
Helodermatidae	extinct	70.6	83.5
Xenosauridae	extinct	70.6	83.5
Ophisaurus	extinct	13.65	15.97
Ophisaurus	extinct	13.65	15.97
Varanus	extinct	13.65	15.97
Ophisaurus	extinct	12.75	13.65
Lacertilia	extinct	13.82	15.97
Ophisaurus	extinct	12.75	13.65
Lacertilia	extinct	12.75	13.65
Ophisaurus	extinct	13.82	15.97
Ophisaurus	extinct	13.82	15.97
Ophisaurus	extinct	12.75	13.65
Gekkonidae	extinct	13.82	15.97
Chamaeleo	extinct	13.82	15.97
Lacerta	extinct	13.82	15.97
Ophisaurus	extinct	13.82	15.97
Varanus	extinct	12.75	13.65
Ophisaurus	extinct	12.75	13.65
Gekkonidae	extinct	13.82	15.97
Chamaeleo	extinct	13.82	15.97
Lacerta	extinct	13.82	15.97
Ophisaurus	extinct	13.82	15.97
Pterosphenus	extinct	37.2	48.6
Paraglyptosaurus	extinct	48.6	55.8
Lacertilia	extinct	48.6	55.8
Paraglyptosaurus	extinct	48.6	55.8
Lacertilia	extinct	48.6	55.8
Melanosaurus	extinct	48.6	55.8
Pterosphenus_schucherti	extinct	33.9	38
Pterosphenus_schucherti	extinct	33.9	38
Socognathus_unicuspis	extinct	70.6	83.5
Odaxosaurus_piger	extinct	70.6	83.5
Paraderma_bogerti	extinct	70.6	83.5
Helodermatidae	extinct	70.6	83.5
Varanoidea	extinct	70.6	83.5
Socognathus_unicuspis	extinct	70.6	83.5
Gerontoseps_irvinensis	extinct	70.6	83.5
Helodermatidae	extinct	70.6	83.5
Varanoidea	extinct	70.6	83.5
Leptochamops	extinct	70.6	83.5
Odaxosaurus_piger	extinct	70.6	83.5
Palaeosaniwa_canadensis	extinct	70.6	83.5
Machaerosaurus	extinct	55.8	58.7
Melanosaurus_maximus	extinct	55.8	58.7
Xestops	extinct	55.8	58.7
Lacertilia	extinct	66	72.1
Squamata	extinct	37.2	48.6
Boidae	extinct	37.2	48.6
Polyglyphanodon_sternbergi	extinct	66	72.1
Paraglyphanodon_utahensis	extinct	66	72.1
Simoliophis_libycus	extinct	93.9	100.5
Tarratosaurus_anoualensis	extinct	139.8	145
Paramacellodus_marocensis	extinct	139.8	145
Paramacellodidae	extinct	139.8	145
Lacertilia	extinct	139.8	145
Ophisaurus	extinct	41.3	47.8
Placosaurus	extinct	41.3	47.8
Placosauriops_weigelti	extinct	41.3	47.8
Eolacerta_robusta	extinct	41.3	47.8
Eolacerta_robusta	extinct	41.3	47.8
Eolacerta_robusta	extinct	41.3	47.8
Eolacerta_robusta	extinct	41.3	47.8
Eolacerta_robusta	extinct	41.3	47.8
Geiseltaliellus	extinct	41.3	47.8
Ophisauriscus_quadrupes	extinct	41.3	47.8
Necrosaurus	extinct	41.3	47.8
Eosaniwa_koehni	extinct	41.3	47.8
Leptochamops	extinct	72.1	83.6
Odaxosaurus_piger	extinct	72.1	83.6
Helodermatidae	extinct	72.1	83.6
Palaeosaniwa_canadensis	extinct	72.1	83.6
Varanoidea	extinct	72.1	83.6
Leptochamops	extinct	70.6	83.5
Odaxosaurus_priscus	extinct	70.6	83.5
Odaxosaurus_piger	extinct	70.6	83.5
Palaeosaniwa_canadensis	extinct	70.6	83.5
Socognathus_unicuspis	extinct	72.1	83.6
Paraderma_bogerti	extinct	72.1	83.6
Helodermatidae	extinct	72.1	83.6
Palaeosaniwa_canadensis	extinct	72.1	83.6
Varanoidea	extinct	72.1	83.6
Leptochamops	extinct	70.6	83.5
Helodermatidae	extinct	70.6	83.5
Palaeosaniwa_canadensis	extinct	70.6	83.5
Chamops_segnis	extinct	66	70.6
Meniscognathus_altmani	extinct	66	70.6
Leptochamops_denticulatus	extinct	66	70.6
Haptosphenus_placodon	extinct	66	70.6
Estescincosaurus_cooki	extinct	66	70.6
Exostinus_lancensis	extinct	66	70.6
Gerrhonotus	extinct	66	70.6
Odaxosaurus_piger	extinct	66	70.6
Parasaniwa_wyomingensis	extinct	66	70.6
Paraderma_bogerti	extinct	66	70.6
Varanoidea	extinct	66	70.6
Colpodontosaurus_cracens	extinct	66	70.6
Litakis_gilmorei	extinct	66	70.6
Coniophis_precedens	extinct	66	70.6
Chamops_segnis	extinct	66	70.6
Meniscognathus	extinct	66	70.6
Paraderma	extinct	66	70.6
Leptochamops_denticulatus	extinct	66	70.6
Contogenys	extinct	66	70.6
Exostinus_lancensis	extinct	66	70.6
Gerrhonotus	extinct	66	70.6
Odaxosaurus_piger	extinct	66	70.6
Leptochamops	extinct	70.6	83.5
Palaeosaniwa_canadensis	extinct	70.6	83.5
Varanoidea	extinct	70.6	83.5
Leptochamops	extinct	70.6	83.5
Colpodontosaurus_cracens	extinct	70.6	83.5
Helodermatidae	extinct	70.6	83.5
Palaeosaniwa_canadensis	extinct	70.6	83.5
Varanoidea	extinct	70.6	83.5
Leptochamops	extinct	72.1	83.6
Colpodontosaurus_cracens	extinct	72.1	83.6
Palaeosaniwa_canadensis	extinct	72.1	83.6
Varanoidea	extinct	72.1	83.6
Leptochamops	extinct	70.6	83.5
Odaxosaurus_priscus	extinct	70.6	83.5
Helodermatidae	extinct	70.6	83.5
Palaeosaniwa_canadensis	extinct	70.6	83.5
Leptochamops	extinct	70.6	83.5
Helodermatidae	extinct	70.6	83.5
Leptochamops	extinct	70.6	83.5
Odaxosaurus_piger	extinct	70.6	83.5
Paraderma_bogerti	extinct	70.6	83.5
Helodermatidae	extinct	70.6	83.5
Varanoidea	extinct	70.6	83.5
Palaeophis_toliapicus	extinct	48.6	55.8
Parasaniwa_wyomingensis	extinct	66	70.6
Plotosaurus_tuckeri	extinct	66	72.1
Tinosaurus_lushihensis	extinct	37.2	48.6
Mosasauridae	extinct	72.1	83.6
Tylosaurus	extinct	70.6	83.5
Teiidae	extinct	70.6	83.5
Leptochamops_denticulatus	extinct	70.6	83.5
Odaxosaurus_piger	extinct	70.6	83.5
Exostinus_lancensis	extinct	70.6	83.5
Parasaniwa_wyomingensis	extinct	70.6	83.5
Paraderma_bogerti	extinct	70.6	83.5
Teiidae	extinct	70.6	83.5
Melanosaurus	extinct	50.3	55.8
Xestops	extinct	50.3	55.8
Lacertilia	extinct	55.8	56.8
Lacertilia	extinct	50.3	55.8
Melanosaurus	extinct	50.3	55.8
Melanosaurus	extinct	50.3	55.8
Proxestops	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Glyptosaurus	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Melanosaurus	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Melanosaurus	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Lacertilia	extinct	50.3	55.8
Chamaeleonidae	extinct	13.65	15.97
Lacerta	extinct	13.65	15.97
Ophisaurus	extinct	13.65	15.97
Serpentes	extinct	13.65	15.97
Python	extinct	15.97	23.03
Gekkonidae	extinct	33.9	38
Plesiolacerta_lydekkeri	extinct	33.9	38
Placosaurus	extinct	33.9	38
Ophisaurus	extinct	33.9	38
Necrosaurus_cayluxi	extinct	33.9	38
Amphisbaenidae	extinct	33.9	38
Coniophis	extinct	33.9	38
Eoanilius_europae	extinct	33.9	38
Palaeopython_cadurcensis	extinct	33.9	38
Dunnophis_cadurcensis	extinct	33.9	38
Cadurceryx_filholi	extinct	33.9	38
Boidae	extinct	33.9	38
Boidae	extinct	33.9	38
Boidae	extinct	33.9	38
Gekkonidae	extinct	33.9	38
Plesiolacerta_lydekkeri	extinct	33.9	38
Placosaurus	extinct	33.9	38
Ophisaurus	extinct	33.9	38
Necrosaurus_cayluxi	extinct	33.9	38
Amphisbaenidae	extinct	33.9	38
Palaeopython_cadurcensis	extinct	33.9	38
Dunnophis_cadurcensis	extinct	33.9	38
Cadurcoboa_insolita	extinct	33.9	38
Boidae	extinct	33.9	38
Boidae	extinct	33.9	38
Boinae	extinct	38	41.3
Boinae	extinct	38	41.3
Cadurceryx	extinct	38	41.3
Anguidae	extinct	38	41.3
Gekkonidae	extinct	33.9	38
Plesiolacerta_lydekkeri	extinct	33.9	38
Placosaurus	extinct	33.9	38
Ophisaurus	extinct	33.9	38
Necrosaurus_cayluxi	extinct	33.9	38
Eurheloderma	extinct	33.9	38
